sheet,venue,title,status,source_url,pdf_url,local_path,error
一区及高影响期刊,Earth System Science Data,"TreeSatAI Benchmark Archive: A Multi-Sensor, Multi-Label Dataset for Tree Species Classification in Remote Sensing",成功,https://doi.org/10.5194/essd-15-681-2023,https://essd.copernicus.org/articles/15/681/2023/essd-15-681-2023.pdf,"遥感图像分类论文合集/一区及高影响期刊/Earth System Science Data/TreeSatAI Benchmark Archive_ A Multi-Sensor, Multi-Label Dataset for Tree Species Classification in Remote Sensing.pdf",
一区及高影响期刊,IEEE TGRS,Diversity-Guided Distillation With Modality-Center Regularization for Robust Multimodal Remote Sensing Image Classification,失败,https://doi.org/10.1109/TGRS.2023.3336297,,,非PDF:https://ieeexplore.ieee.org/document/10330617/ | SemanticScholar:HTTPError:HTTP Error 429:
一区及高影响期刊,IEEE TGRS,Extended Vision Transformer (ExViT) for Land Use and Land Cover Classification: A Multimodal Deep Learning Framework,失败,https://doi.org/10.1109/TGRS.2023.3284671,,,非PDF:https://ieeexplore.ieee.org/document/10147258/ | SemanticScholar:HTTPError:HTTP Error 429:
一区及高影响期刊,IEEE TGRS,MSH-Net: Modality-Shared Hallucination with Joint Adaptation Distillation for Remote Sensing Image Classification Using Missing Modalities,失败,https://doi.org/10.1109/TGRS.2023.3265650,,,非PDF:https://ieeexplore.ieee.org/document/10097714/ | SemanticScholar:HTTPError:HTTP Error 429:
一区及高影响期刊,IEEE TGRS,Multimodal Fusion Transformer for Remote Sensing Image Classification,失败,https://doi.org/10.1109/TGRS.2023.3286826,,,非PDF:https://ieeexplore.ieee.org/document/10153685/ | SemanticScholar:HTTPError:HTTP Error 429:
一区及高影响期刊,ISPRS Journal of Photogrammetry and Remote Sensing,Deep Semantic-Visual Alignment for Zero-Shot Remote Sensing Image Scene Classification,成功,https://arxiv.org/abs/2402.02094,https://arxiv.org/pdf/2402.02094,遥感图像分类论文合集/一区及高影响期刊/ISPRS Journal of Photogrammetry and Remote Sensing/Deep Semantic-Visual Alignment for Zero-Shot Remote Sensing Image Scene Classification.pdf,
相关补充,International Journal of Applied Earth Observation and Geoinformation,Spatio-temporal-text Fusion for Hierarchical Multi-label Crop Classification Based on Time-series Remote Sensing Imagery,失败,https://doi.org/10.1016/j.jag.2025.104471,,,非PDF:https://linkinghub.elsevier.com/retrieve/pii/S1569843225001189 | SemanticScholar:HTTPError:HTTP Error 429:
相关补充,Methods in Ecology and Evolution,Benchmarking Tree Species Classification from Proximally Sensed Laser Scanning Data: Introducing the FOR-species20K Dataset,成功,https://arxiv.org/abs/2408.06507,https://arxiv.org/pdf/2408.06507,遥感图像分类论文合集/相关补充/Methods in Ecology and Evolution/Benchmarking Tree Species Classification from Proximally Sensed Laser Scanning Data_ Introducing the FOR-species20K Dataset.pdf,
相关补充,Remote Sensing,"MMTSCNet: Multimodal Tree Species Classification Network for Classification of Multi-Source, Single-Tree LiDAR Point Clouds",失败,https://doi.org/10.3390/rs17071304,,,HTTPError:https://doi.org/10.3390/rs17071304:HTTP Error 403: Forbidden | HTTPError:https://www.mdpi.com/2072-4292/17/7/1304/pdf?version=1744032821:HTTP Error 403: Forbidden
相关补充,arXiv preprint,"Survey of Multimodal Geospatial Foundation Models: Techniques, Applications, and Challenges",成功,https://arxiv.org/abs/2510.22964,https://arxiv.org/pdf/2510.22964,"遥感图像分类论文合集/相关补充/arXiv preprint/Survey of Multimodal Geospatial Foundation Models_ Techniques, Applications, and Challenges.pdf",
相关补充,IEEE Geoscience and Remote Sensing Letters,RSMamba: Remote Sensing Image Classification with State Space Model,失败,https://doi.org/10.1109/LGRS.2024.3407111,,,非PDF:https://ieeexplore.ieee.org/document/10542538/ | SemanticScholar:HTTPError:HTTP Error 429:
相关补充,IEEE JSTARS,"Multimodal Colearning Meets Remote Sensing: Taxonomy, State of the Art, and Future Works",失败,https://ieeexplore.ieee.org/document/10474099/,,,非PDF:https://ieeexplore.ieee.org/document/10474099/ | SemanticScholar:HTTPError:HTTP Error 429:
相关补充,IGARSS 2024,Transformer-based Federated Learning for Multi-Label Remote Sensing Image Classification,成功,https://arxiv.org/abs/2405.15405,https://arxiv.org/pdf/2405.15405,遥感图像分类论文合集/相关补充/IGARSS 2024/Transformer-based Federated Learning for Multi-Label Remote Sensing Image Classification.pdf,
相关补充,Remote Sensing,Multi-Label Remote Sensing Image Land Cover Classification Based on a Multi-Dimensional Attention Mechanism,失败,https://doi.org/10.3390/rs15204979,,,HTTPError:https://doi.org/10.3390/rs15204979:HTTP Error 403: Forbidden | SemanticScholar:HTTPError:HTTP Error 429:
筛选,Earth System Science Data,"TreeSatAI Benchmark Archive: A Multi-Sensor, Multi-Label Dataset for Tree Species Classification in Remote Sensing",成功,https://doi.org/10.5194/essd-15-681-2023,https://essd.copernicus.org/articles/15/681/2023/essd-15-681-2023.pdf,"遥感图像分类论文合集/筛选/Earth System Science Data/TreeSatAI Benchmark Archive_ A Multi-Sensor, Multi-Label Dataset for Tree Species Classification in Remote Sensing.pdf",
筛选,CVPR,"AnySat: One Earth Observation Model for Many Resolutions, Scales, and Modalities",成功,https://openaccess.thecvf.com/content/CVPR2025/html/Astruc_AnySat_One_Earth_Observation_Model_for_Many_Resolutions_Scales_and_CVPR_2025_paper.html,https://openaccess.thecvf.com/content/CVPR2025/papers/Astruc_AnySat_One_Earth_Observation_Model_for_Many_Resolutions_Scales_and_CVPR_2025_paper.pdf,"遥感图像分类论文合集/筛选/CVPR/AnySat_ One Earth Observation Model for Many Resolutions, Scales, and Modalities.pdf",
筛选,AAAI,"FoMo: Multi-Modal, Multi-Scale and Multi-Task Remote Sensing Foundation Models for Forest Monitoring",失败,https://ojs.aaai.org/index.php/AAAI/article/view/35002,,,HTTPError:https://ojs.aaai.org/index.php/AAAI/article/download/35002:HTTP Error 404: Not Found | 非PDF:https://ojs.aaai.org/index.php/AAAI/article/view/35002 | SemanticScholar:HTTPError:HTTP Error 429:
筛选,NeurIPS,CROMA: Remote Sensing Representations with Contrastive Radar-Optical Masked Autoencoders,成功,https://proceedings.neurips.cc/paper_files/paper/2023/hash/11822e84689e631615199db3b75cd0e4-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2023/file/11822e84689e631615199db3b75cd0e4-Paper-Conference.pdf,遥感图像分类论文合集/筛选/NeurIPS/CROMA_ Remote Sensing Representations with Contrastive Radar-Optical Masked Autoencoders.pdf,
筛选,Information Fusion,Uncertainty-Aware Dynamic Fusion Network with Criss-Cross Attention for Multimodal Remote Sensing Land Cover Classification,失败,https://doi.org/10.1016/j.inffus.2025.103249,,,非PDF:https://linkinghub.elsevier.com/retrieve/pii/S1566253525003227 | SemanticScholar:HTTPError:HTTP Error 429:
筛选,AAAI,T-APT: Text-Guided Modality-Aware Prompt Tuning for Arbitrary Multimodal Remote Sensing Data Joint Classification,失败,https://ojs.aaai.org/index.php/AAAI/article/view/42411,,,HTTPError:https://ojs.aaai.org/index.php/AAAI/article/download/42411:HTTP Error 404: Not Found | 非PDF:https://ojs.aaai.org/index.php/AAAI/article/view/42411 | SemanticScholar:HTTPError:HTTP Error 429:
筛选,AAAI,LDS2AE: Local Diffusion Shared-Specific Autoencoder for Multimodal Remote Sensing Image Classification with Arbitrary Missing Modalities,失败,https://ojs.aaai.org/index.php/AAAI/article/view/29391,,,HTTPError:https://ojs.aaai.org/index.php/AAAI/article/download/29391:HTTP Error 404: Not Found | 非PDF:https://ojs.aaai.org/index.php/AAAI/article/view/29391 | SemanticScholar:HTTPError:HTTP Error 429:
筛选,CVPR,CF-IPT: Cross-Modal Fusion Interactive Prompt Tuning of Vision-Language Pre-Trained Model for Multisource Remote Sensing Data Classification,成功,https://openaccess.thecvf.com/content/CVPR2026/html/Ji_CF-IPT_Cross-Modal_Fusion_Interactive_Prompt_Tuning_of_Vision-Language_Pre-Trained_Model_CVPR_2026_paper.html,cache,遥感图像分类论文合集/筛选/CVPR/CF-IPT_ Cross-Modal Fusion Interactive Prompt Tuning of Vision-Language Pre-Trained Model for Multisource Remote Sensing Data Classification.pdf,
筛选,ICML,Galileo: Learning Global & Local Features of Many Remote Sensing Modalities,成功,https://arxiv.org/abs/2502.09356,https://arxiv.org/pdf/2502.09356,遥感图像分类论文合集/筛选/ICML/Galileo_ Learning Global & Local Features of Many Remote Sensing Modalities.pdf,
筛选,ICCV,SkySense V2: A Unified Foundation Model for Multi-modal Remote Sensing,成功,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_SkySense_V2_A_Unified_Foundation_Model_for_Multi-modal_Remote_Sensing_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_SkySense_V2_A_Unified_Foundation_Model_for_Multi-modal_Remote_Sensing_ICCV_2025_paper.pdf,遥感图像分类论文合集/筛选/ICCV/SkySense V2_ A Unified Foundation Model for Multi-modal Remote Sensing.pdf,
筛选,Information Fusion,SeaMo: A Season-Aware Multimodal Foundation Model for Remote Sensing,失败,https://doi.org/10.1016/j.inffus.2025.103334,,,非PDF:https://linkinghub.elsevier.com/retrieve/pii/S1566253525004075 | SemanticScholar:HTTPError:HTTP Error 429:
筛选,IEEE TGRS,Multitask Fine-Grained Feature Mining for Multilabel Remote Sensing Image Classification,失败,https://doi.org/10.1109/TGRS.2024.3426473,,,非PDF:https://ieeexplore.ieee.org/document/10595130/ | SemanticScholar:HTTPError:HTTP Error 429:
筛选,Earth System Science Data,GlobalGeoTree: A Multi-Granular Vision-Language Dataset for Global Tree Species Classification,成功,https://doi.org/10.5194/essd-18-1379-2026,https://essd.copernicus.org/articles/18/1379/2026/essd-18-1379-2026.pdf,遥感图像分类论文合集/筛选/Earth System Science Data/GlobalGeoTree_ A Multi-Granular Vision-Language Dataset for Global Tree Species Classification.pdf,
筛选,Earth System Science Data,A Sentinel-2 Machine Learning Dataset for Tree Species Classification in Germany,成功,https://doi.org/10.5194/essd-17-351-2025,https://essd.copernicus.org/articles/17/351/2025/essd-17-351-2025.pdf,遥感图像分类论文合集/筛选/Earth System Science Data/A Sentinel-2 Machine Learning Dataset for Tree Species Classification in Germany.pdf,
筛选,Pattern Recognition,Intermodal Correlation Modeling for Incomplete Multi-modal Learning in Land Use and Land Cover Classification,失败,https://doi.org/10.1016/j.patcog.2025.112741,,,非PDF:https://linkinghub.elsevier.com/retrieve/pii/S0031320325014049 | SemanticScholar:HTTPError:HTTP Error 429:
筛选,IEEE TGRS,Uncertainty-Aware With Adaptive Geometric Correction for Multimodal Land-Cover Classification,失败,https://doi.org/10.1109/TGRS.2025.3637547,,,非PDF:https://ieeexplore.ieee.org/document/11269698/ | SemanticScholar:HTTPError:HTTP Error 429:
